timestamp,tool,target,source,type,properties_json
2026-05-13T09:40:52.153628798Z,gau,https://bad.example.com/tasks,gau,discovery,"{""history_url"":""https://bad.example.com/tasks""}"
2026-05-13T09:40:52.153628798Z,gau,https://writer.example.com/tasks,gau,discovery,"{""history_url"":""https://writer.example.com/tasks""}"
2026-05-13T09:40:52.153628798Z,gau,https://flaky.example.com/tasks,gau,discovery,"{""history_url"":""https://flaky.example.com/tasks""}"
2026-05-13T09:40:52.153628798Z,gau,https://errorer.example.com/tasks,gau,discovery,"{""history_url"":""https://errorer.example.com/tasks""}"
2026-05-13T09:40:52.153628798Z,gau,https://cancel.example.com/tasks,gau,discovery,"{""history_url"":""https://cancel.example.com/tasks""}"
2026-05-13T09:40:52.153628798Z,gau,https://analyst.example.com/tasks,gau,discovery,"{""history_url"":""https://analyst.example.com/tasks""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/index.html,gau,discovery,"{""history_url"":""https://example.com/index.html""}"
2026-05-13T09:40:52.153628798Z,gau,https://hospital.example.com/CodeSystem/internal-drugs,gau,discovery,"{""history_url"":""https://hospital.example.com/CodeSystem/internal-drugs""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/live/aplus/playlist.m3u8,gau,discovery,"{""history_url"":""https://example.com/live/aplus/playlist.m3u8""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/malicious_payload.ps1,gau,discovery,"{""history_url"":""http://example.com/malicious_payload.ps1""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/thisimageisntreal.png,gau,discovery,"{""history_url"":""https://example.com/thisimageisntreal.png""}"
2026-05-13T09:40:52.153628798Z,gau,http://www.example.com/ns/amll,gau,discovery,"{""history_url"":""http://www.example.com/ns/amll""}"
2026-05-13T09:40:52.153628798Z,gau,https://docs.elab.example.com/,gau,discovery,"{""history_url"":""https://docs.elab.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://elab-demo.example.com/,gau,discovery,"{""history_url"":""https://elab-demo.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://secure-paypal-account-check.example.com/login,gau,discovery,"{""history_url"":""https://secure-paypal-account-check.example.com/login""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/report,gau,discovery,"{""history_url"":""https://example.com/report""}"
2026-05-13T09:40:52.153628798Z,gau,https://office.example.com/auth/callback,gau,discovery,"{""history_url"":""https://office.example.com/auth/callback""}"
2026-05-13T09:40:52.153628798Z,gau,https://pr-42.preview.example.com/,gau,discovery,"{""history_url"":""https://pr-42.preview.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/path/to/image.jpg,gau,discovery,"{""history_url"":""https://example.com/path/to/image.jpg""}"
2026-05-13T09:40:52.153628798Z,gau,https://tmp.example.com/,gau,discovery,"{""history_url"":""https://tmp.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/,gau,discovery,"{""history_url"":""http://example.com/""}"
